"indicator","County","Year","subgroup1","subgroup_cat1","subgroup2","subgroup_cat2","aaRate10K","aaRate10Kpy","count","cRate10K","cRate10Kpy","dailyMean"
"Hospitalizations","New York State","2013-2015","AgeGroup","5-14","Gender","F",,,6157,54.68,18.225,5.623
"Hospitalizations","New York State","2013-2015","AgeGroup","5-14","Gender","M",,,8504,72.27,24.091,7.766
"Hospitalizations","New York State","2013-2015","AgeGroup","5-14","Total",,,,14661,63.67,21.222,13.389
"Hospitalizations","New York State","2013-2015","AgeGroup","65+","Gender","F",,,15434,91.62,30.541,14.095
"Hospitalizations","New York State","2013-2015","AgeGroup","65+","Gender","M",,,5884,47.53,15.845,5.374
"Hospitalizations","New York State","2013-2015","AgeGroup","65+","Total",,,,21318,72.95,24.316,19.468
"Hospitalizations","New York State","2013-2015","Month",1,"Total",,4.88,19.152,9954,5.07,19.888,107.032
"Hospitalizations","New York State","2013-2015","Month",10,"Total",,4.60,18.059,8731,4.44,17.444,93.882
"Hospitalizations","New York State","2013-2015","Month",11,"Total",,4.16,16.851,7858,4.00,16.224,87.311
"Hospitalizations","New York State","2013-2015","Month",12,"Total",,4.39,17.236,8559,4.36,17.101,92.032
"Hospitalizations","New York State","2013-2015","Month",2,"Total",,3.85,16.722,7762,3.95,17.170,92.405
"Hospitalizations","New York State","2013-2015","Month",3,"Total",,4.73,18.547,9362,4.77,18.705,100.667
"Hospitalizations","New York State","2013-2015","Month",4,"Total",,4.41,17.902,8837,4.50,18.245,98.189
"Hospitalizations","New York State","2013-2015","Month",5,"Total",,4.98,19.533,9676,4.93,19.333,104.043
"Hospitalizations","New York State","2013-2015","Month",6,"Total",,3.34,13.531,6715,3.42,13.864,74.611
"Hospitalizations","New York State","2013-2015","Month",7,"Total",,2.63,10.326,5448,2.77,10.885,58.581
"Hospitalizations","New York State","2013-2015","Month",8,"Total",,2.76,10.826,5624,2.86,11.237,60.473
"Hospitalizations","New York State","2013-2015","Month",9,"Total",,5.14,20.853,9635,4.90,19.892,107.056
"Hospitalizations","New York State","2013-2015","Total",,"Total",,49.86,16.620,98161,49.97,16.657,89.645
"Hospitalizations","New York State",2014,"AgeGroup","0-4","Total",,,,5720,48.48,48.483,15.671
"Hospitalizations","New York State",2014,"AgeGroup","15-19","Total",,,,934,7.46,7.464,2.559
"Hospitalizations","New York State",2014,"AgeGroup","20-24","Total",,,,833,5.86,5.856,2.282
"Hospitalizations","New York State",2014,"AgeGroup","25-64","Total",,,,14212,13.44,13.444,38.937
"Hospitalizations","New York State",2014,"AgeGroup","5-14","Total",,,,5370,23.33,23.326,14.712
"Hospitalizations","New York State",2014,"AgeGroup","65+","Total",,,,7245,24.78,24.780,19.849
"Hospitalizations","New York State",2014,"Month",1,"Total",,1.55,18.299,3170,1.61,18.993,102.258
"Hospitalizations","New York State",2014,"Month",10,"Total",,1.72,20.234,3270,1.66,19.593,105.484
"Hospitalizations","New York State",2014,"Month",11,"Total",,1.49,18.083,2864,1.46,17.732,95.467
"Hospitalizations","New York State",2014,"Month",12,"Total",,1.62,19.046,3215,1.64,19.263,103.710
"Hospitalizations","New York State",2014,"Month",2,"Total",,1.24,16.112,2496,1.27,16.557,89.143
"Hospitalizations","New York State",2014,"Month",3,"Total",,1.67,19.653,3298,1.68,19.760,106.387
"Hospitalizations","New York State",2014,"Month",4,"Total",,1.42,17.269,2863,1.46,17.726,95.433
"Hospitalizations","New York State",2014,"Month",5,"Total",,1.58,18.580,3066,1.56,18.370,98.903
"Hospitalizations","New York State",2014,"Month",6,"Total",,1.08,13.124,2191,1.11,13.565,73.033
"Hospitalizations","New York State",2014,"Month",7,"Total",,0.83,9.814,1737,0.88,10.407,56.032
"Hospitalizations","New York State",2014,"Month",8,"Total",,1.02,12.018,2037,1.04,12.205,65.710
"Hospitalizations","New York State",2014,"Month",9,"Total",,2.25,27.389,4107,2.09,25.428,136.900
"Hospitalizations","New York State",2014,"Total",,"Total",,17.46,17.463,34314,17.46,17.462,94.011
"Hospitalizations","New York State","2014-2016","AgeGroup","0-4","Gender","F",,,5812,101.17,33.723,5.303
"Hospitalizations","New York State","2014-2016","AgeGroup","0-4","Gender","M",,,10113,168.15,56.051,9.227
"Hospitalizations","New York State","2014-2016","AgeGroup","0-4","Total",,,,15925,135.43,45.143,14.530
"Hospitalizations","New York State","2014-2016","AgeGroup","15-19","Gender","F",,,1585,26.13,8.710,1.446
"Hospitalizations","New York State","2014-2016","AgeGroup","15-19","Gender","M",,,981,15.62,5.207,0.895
"Hospitalizations","New York State","2014-2016","AgeGroup","15-19","Total",,,,2566,20.78,6.928,2.341
"Hospitalizations","New York State","2014-2016","AgeGroup","20-24","Gender","F",,,1402,20.31,6.772,1.279
"Hospitalizations","New York State","2014-2016","AgeGroup","20-24","Gender","M",,,766,10.94,3.648,0.699
"Hospitalizations","New York State","2014-2016","AgeGroup","20-24","Total",,,,2168,15.60,5.199,1.978
"Hospitalizations","New York State","2014-2016","AgeGroup","25-64","Gender","F",,,23468,43.43,14.476,21.412
"Hospitalizations","New York State","2014-2016","AgeGroup","25-64","Gender","M",,,10402,20.16,6.720,9.491
"Hospitalizations","New York State","2014-2016","AgeGroup","25-64","Total",,,,33870,32.06,10.688,30.903
"Hospitalizations","New York State","2014-2016","AgeGroup","5-14","Gender","F",,,5897,52.80,17.601,5.380
"Hospitalizations","New York State","2014-2016","AgeGroup","5-14","Gender","M",,,8258,70.77,23.589,7.535
"Hospitalizations","New York State","2014-2016","AgeGroup","5-14","Total",,,,14155,61.98,20.661,12.915
"Hospitalizations","New York State","2014-2016","AgeGroup","65+","Gender","F",,,11970,69.47,23.158,10.922
"Hospitalizations","New York State","2014-2016","AgeGroup","65+","Gender","M",,,4222,33.10,11.034,3.852
"Hospitalizations","New York State","2014-2016","AgeGroup","65+","Total",,,,16192,54.00,18.000,14.774
"Hospitalizations","New York State","2014-2016","Month",1,"Total",,4.05,15.903,8135,4.14,16.266,87.473
"Hospitalizations","New York State","2014-2016","Month",10,"Total",,4.14,16.255,7711,3.92,15.418,82.914
"Hospitalizations","New York State","2014-2016","Month",11,"Total",,3.67,14.878,6842,3.48,14.137,76.022
"Hospitalizations","New York State","2014-2016","Month",12,"Total",,3.85,15.106,7350,3.74,14.696,79.032
"Hospitalizations","New York State","2014-2016","Month",2,"Total",,3.39,14.592,6794,3.46,14.863,79.929
"Hospitalizations","New York State","2014-2016","Month",3,"Total",,4.24,16.641,8276,4.21,16.548,88.989
"Hospitalizations","New York State","2014-2016","Month",4,"Total",,3.73,15.134,7390,3.76,15.269,82.111
"Hospitalizations","New York State","2014-2016","Month",5,"Total",,4.29,16.847,8234,4.19,16.464,88.538
"Hospitalizations","New York State","2014-2016","Month",6,"Total",,2.93,11.901,5851,2.98,12.089,65.011
"Hospitalizations","New York State","2014-2016","Month",7,"Total",,2.38,9.341,4820,2.45,9.638,51.828
"Hospitalizations","New York State","2014-2016","Month",8,"Total",,2.57,10.088,5092,2.59,10.182,54.753
"Hospitalizations","New York State","2014-2016","Month",9,"Total",,4.54,18.421,8381,4.27,17.316,93.122
"Hospitalizations","New York State","2014-2016","Total",,"Total",,43.76,14.587,84876,43.20,14.401,77.442
"Hospitalizations","New York State",2015,"AgeGroup","0-4","Total",,,,5165,43.80,43.796,14.151
"Hospitalizations","New York State",2015,"AgeGroup","15-19","Total",,,,848,6.87,6.873,2.323
"Hospitalizations","New York State",2015,"AgeGroup","20-24","Total",,,,683,4.91,4.912,1.871
"Hospitalizations","New York State",2015,"AgeGroup","25-64","Total",,,,11804,11.17,11.166,32.340
"Hospitalizations","New York State",2015,"AgeGroup","5-14","Total",,,,4497,19.71,19.711,12.321
"Hospitalizations","New York State",2015,"AgeGroup","65+","Total",,,,6231,20.78,20.781,17.071
"Hospitalizations","New York State",2015,"Month",1,"Total",,1.55,18.260,3164,1.61,18.954,102.065
"Hospitalizations","New York State",2015,"Month",10,"Total",,1.25,14.664,2291,1.17,13.724,73.903
"Hospitalizations","New York State",2015,"Month",11,"Total",,1.15,13.984,2086,1.06,12.913,69.533
"Hospitalizations","New York State",2015,"Month",12,"Total",,1.17,13.824,2164,1.10,12.964,69.806
"Hospitalizations","New York State",2015,"Month",2,"Total",,1.24,16.216,2524,1.28,16.740,90.143
"Hospitalizations","New York State",2015,"Month",3,"Total",,1.45,17.087,2880,1.47,17.253,92.903
"Hospitalizations","New York State",2015,"Month",4,"Total",,1.39,16.868,2786,1.42,17.246,92.867
"Hospitalizations","New York State",2015,"Month",5,"Total",,1.64,19.358,3192,1.62,19.122,102.968
"Hospitalizations","New York State",2015,"Month",6,"Total",,1.11,13.453,2238,1.14,13.854,74.600
"Hospitalizations","New York State",2015,"Month",7,"Total",,0.86,10.074,1791,0.91,10.729,57.774
"Hospitalizations","New York State",2015,"Month",8,"Total",,0.80,9.469,1673,0.85,10.022,53.968
"Hospitalizations","New York State",2015,"Month",9,"Total",,1.26,15.286,2439,1.24,15.098,81.300
"Hospitalizations","New York State",2015,"Total",,"Total",,14.87,14.867,29228,14.87,14.871,80.077
"Hospitalizations","New York State","2015-2017","AgeGroup","0-4","Gender","F",,,5293,92.77,30.925,4.829
"Hospitalizations","New York State","2015-2017","AgeGroup","0-4","Gender","M",,,9176,153.54,51.181,8.372
"Hospitalizations","New York State","2015-2017","AgeGroup","0-4","Total",,,,14469,123.86,41.288,13.202
"Hospitalizations","New York State","2015-2017","AgeGroup","15-19","Gender","F",,,1467,24.51,8.171,1.339
"Hospitalizations","New York State","2015-2017","AgeGroup","15-19","Gender","M",,,904,14.59,4.862,0.825
"Hospitalizations","New York State","2015-2017","AgeGroup","15-19","Total",,,,2371,19.46,6.488,2.163
"Hospitalizations","New York State","2015-2017","AgeGroup","20-24","Gender","F",,,1205,17.83,5.943,1.099
"Hospitalizations","New York State","2015-2017","AgeGroup","20-24","Gender","M",,,668,9.79,3.262,0.609
"Hospitalizations","New York State","2015-2017","AgeGroup","20-24","Total",,,,1873,13.79,4.596,1.709
"Hospitalizations","New York State","2015-2017","AgeGroup","25-64","Gender","F",,,18931,35.15,11.716,17.273
"Hospitalizations","New York State","2015-2017","AgeGroup","25-64","Gender","M",,,8102,15.72,5.240,7.392
"Hospitalizations","New York State","2015-2017","AgeGroup","25-64","Total",,,,27034,25.65,8.549,24.666
"Hospitalizations","New York State","2015-2017","AgeGroup","5-14","Gender","F",,,5301,47.81,15.938,4.837
"Hospitalizations","New York State","2015-2017","AgeGroup","5-14","Gender","M",,,7253,62.59,20.863,6.618
"Hospitalizations","New York State","2015-2017","AgeGroup","5-14","Total",,,,12554,55.37,18.455,11.454
"Hospitalizations","New York State","2015-2017","AgeGroup","65+","Gender","F",,,9015,51.20,17.067,8.225
"Hospitalizations","New York State","2015-2017","AgeGroup","65+","Gender","M",,,2745,20.91,6.970,2.505
"Hospitalizations","New York State","2015-2017","AgeGroup","65+","Total",,,,11760,38.26,12.755,10.730
"Hospitalizations","New York State","2015-2017","Month",1,"Total",,3.46,13.611,6843,3.49,13.697,73.581
"Hospitalizations","New York State","2015-2017","Month",10,"Total",,3.38,13.294,6199,3.16,12.408,66.656
"Hospitalizations","New York State","2015-2017","Month",11,"Total",,3.17,12.857,5788,2.95,11.971,64.311
"Hospitalizations","New York State","2015-2017","Month",12,"Total",,3.17,12.434,5918,3.02,11.845,63.634
"Hospitalizations","New York State","2015-2017","Month",2,"Total",,2.95,12.675,5812,2.96,12.728,68.376
"Hospitalizations","New York State","2015-2017","Month",3,"Total",,3.55,13.926,6793,3.46,13.597,73.043
"Hospitalizations","New York State","2015-2017","Month",4,"Total",,3.23,13.100,6249,3.18,12.925,69.433
"Hospitalizations","New York State","2015-2017","Month",5,"Total",,3.90,15.302,7321,3.73,14.654,78.720
"Hospitalizations","New York State","2015-2017","Month",6,"Total",,2.54,10.294,4953,2.52,10.244,55.033
"Hospitalizations","New York State","2015-2017","Month",7,"Total",,2.02,7.937,4017,2.05,8.040,43.194
"Hospitalizations","New York State","2015-2017","Month",8,"Total",,2.08,8.152,4075,2.08,8.157,43.817
"Hospitalizations","New York State","2015-2017","Month",9,"Total",,3.28,13.318,6093,3.10,12.602,67.700
"Hospitalizations","New York State","2015-2017","Total",,"Total",,36.71,12.237,70061,35.70,11.899,63.924
"Hospitalizations","New York State",2016,"AgeGroup","0-4","Total",,,,5040,43.13,43.130,13.770
"Hospitalizations","New York State",2016,"AgeGroup","15-19","Total",,,,784,6.43,6.432,2.142
"Hospitalizations","New York State",2016,"AgeGroup","20-24","Total",,,,652,4.81,4.805,1.781
"Hospitalizations","New York State",2016,"AgeGroup","25-64","Total",,,,7854,7.45,7.446,21.459
"Hospitalizations","New York State",2016,"AgeGroup","5-14","Total",,,,4288,18.91,18.911,11.716
"Hospitalizations","New York State",2016,"AgeGroup","65+","Total",,,,2716,8.84,8.837,7.421
"Hospitalizations","New York State",2016,"Month",1,"Total",,0.95,11.168,1801,0.92,10.830,58.097
"Hospitalizations","New York State",2016,"Month",10,"Total",,1.18,13.874,2150,1.10,12.929,69.355
"Hospitalizations","New York State",2016,"Month",11,"Total",,1.03,12.589,1892,0.96,11.757,63.067
"Hospitalizations","New York State",2016,"Month",12,"Total",,1.06,12.476,1971,1.00,11.852,63.581
"Hospitalizations","New York State",2016,"Month",2,"Total",,0.92,11.572,1774,0.90,11.404,61.172
"Hospitalizations","New York State",2016,"Month",3,"Total",,1.12,13.209,2098,1.07,12.616,67.677
"Hospitalizations","New York State",2016,"Month",4,"Total",,0.93,11.292,1741,0.89,10.818,58.033
"Hospitalizations","New York State",2016,"Month",5,"Total",,1.07,12.620,1976,1.01,11.883,63.742
"Hospitalizations","New York State",2016,"Month",6,"Total",,0.75,9.162,1422,0.72,8.836,47.400
"Hospitalizations","New York State",2016,"Month",7,"Total",,0.69,8.166,1292,0.66,7.769,41.677
"Hospitalizations","New York State",2016,"Month",8,"Total",,0.75,8.796,1382,0.70,8.311,44.581
"Hospitalizations","New York State",2016,"Month",9,"Total",,1.03,12.545,1835,0.93,11.402,61.167
"Hospitalizations","New York State",2016,"Total",,"Total",,11.46,11.456,21334,10.87,10.866,58.290
"Hospitalizations","New York State","2016-2018","AgeGroup","0-4","Gender","F",,,4929,87.34,29.114,4.497
"Hospitalizations","New York State","2016-2018","AgeGroup","0-4","Gender","M",,,8634,145.99,48.662,7.878
"Hospitalizations","New York State","2016-2018","AgeGroup","0-4","Total",,,,13563,117.35,39.117,12.375
"Hospitalizations","New York State","2016-2018","AgeGroup","15-19","Gender","F",,,1444,24.44,8.145,1.318
"Hospitalizations","New York State","2016-2018","AgeGroup","15-19","Gender","M",,,838,13.69,4.564,0.765
"Hospitalizations","New York State","2016-2018","AgeGroup","15-19","Total",,,,2282,18.97,6.324,2.082
"Hospitalizations","New York State","2016-2018","AgeGroup","20-24","Gender","F",,,1153,17.42,5.808,1.052
"Hospitalizations","New York State","2016-2018","AgeGroup","20-24","Gender","M",,,612,9.19,3.065,0.558
"Hospitalizations","New York State","2016-2018","AgeGroup","20-24","Total",,,,1765,13.30,4.432,1.610
"Hospitalizations","New York State","2016-2018","AgeGroup","25-64","Gender","F",,,15857,29.59,9.862,14.468
"Hospitalizations","New York State","2016-2018","AgeGroup","25-64","Gender","M",,,6564,12.77,4.258,5.989
"Hospitalizations","New York State","2016-2018","AgeGroup","25-64","Total",,,,22422,21.36,7.120,20.458
"Hospitalizations","New York State","2016-2018","AgeGroup","5-14","Gender","F",,,5116,46.46,15.487,4.668
"Hospitalizations","New York State","2016-2018","AgeGroup","5-14","Gender","M",,,6862,59.58,19.859,6.261
"Hospitalizations","New York State","2016-2018","AgeGroup","5-14","Total",,,,11978,53.17,17.722,10.929
"Hospitalizations","New York State","2016-2018","AgeGroup","65+","Gender","F",,,6788,37.75,12.582,6.193
"Hospitalizations","New York State","2016-2018","AgeGroup","65+","Gender","M",,,1723,12.77,4.256,1.572
"Hospitalizations","New York State","2016-2018","AgeGroup","65+","Total",,,,8511,27.04,9.012,7.766
"Hospitalizations","New York State","2016-2018","Month",1,"Total",,2.90,11.394,5576,2.85,11.185,59.957
"Hospitalizations","New York State","2016-2018","Month",10,"Total",,3.34,13.107,6117,3.12,12.270,65.774
"Hospitalizations","New York State","2016-2018","Month",11,"Total",,2.93,11.875,5375,2.74,11.141,59.722
"Hospitalizations","New York State","2016-2018","Month",12,"Total",,2.90,11.411,5482,2.80,10.996,58.946
"Hospitalizations","New York State","2016-2018","Month",2,"Total",,2.62,11.244,4988,2.55,10.947,58.682
"Hospitalizations","New York State","2016-2018","Month",3,"Total",,3.17,12.454,5851,2.99,11.736,62.914
"Hospitalizations","New York State","2016-2018","Month",4,"Total",,2.77,11.262,5203,2.66,10.784,57.811
"Hospitalizations","New York State","2016-2018","Month",5,"Total",,3.26,12.814,5996,3.06,12.027,64.473
"Hospitalizations","New York State","2016-2018","Month",6,"Total",,2.02,8.202,3837,1.96,7.953,42.633
"Hospitalizations","New York State","2016-2018","Month",7,"Total",,1.62,6.352,3094,1.58,6.206,33.269
"Hospitalizations","New York State","2016-2018","Month",8,"Total",,1.81,7.113,3423,1.75,6.866,36.806
"Hospitalizations","New York State","2016-2018","Month",9,"Total",,3.10,12.598,5579,2.85,11.564,61.989
"Hospitalizations","New York State","2016-2018","Total",,"Total",,32.44,10.814,60521,30.90,10.301,55.220
